attribute_window.gd,send_attribute_add_point_packet,9
attribute_window.gd,send_attribute_add_point_packet,9
admin_manager_item_slot.gd,_on_ui_button_pressed,179
mouse_item.gd,try_inventory_swap,10
mouse_item.gd,try_inventory_equip,38
mouse_item.gd,try_inventory_equip_no_clear,38
mouse_item.gd,try_dropping_item,24
mouse_item.gd,try_equipment_unequip,39
mouse_item.gd,try_trading_add_item,133
mouse_item.gd,try_storage_swap,58
macro_slot.gd,send_macro_settings_to_server,185
auction_house_window.gd,send_search_request,167
auction_house_window.gd,send_price_history_request,172
auction_house_window.gd,_on_buy_button_pressed,168
auction_house_window.gd,select_item_to_list,175
auction_house_window.gd,_on_list_item_button_pressed,169
auction_house_window.gd,request_ah_information,170
quest_window.gd,request_quest_details,139
quest_window.gd,_on_complete_ui_button_pressed,140
quest_window.gd,request_quest_list,141
unlearn_skill_window.gd,_on_enter_button_pressed,95
title_screen_ui.gd,_channel_list_received,24
title_screen_ui.gd,_character_list_received,25
title_screen_ui.gd,send_new_steam_account_creation,2
title_screen_ui.gd,send_link_steam_account_to_sro_account_response,2
title_screen_ui.gd,_on_name_availability_check_button_pressed,27
title_screen_ui.gd,request_character_creator_information,29
title_screen_ui.gd,_on_character_create_button_pressed,26
admin_window_player_info.gd,_on_ui_button_pressed,178
admin_window_player_info.gd,_on_ui_button_pressed,177
change_channel_window.gd,request_channel_list,160
map_object_inspect_window.gd,send_new_permissions_packet,92
buddy_window.gd,_on_button_invite_pressed,164
buddy_window.gd,message_server_buddy_action,165
buddy_window.gd,request_buddy_list,163
player_shop_manager_window.gd,_on_create_shop_button_pressed,113
player_shop_manager_window.gd,_on_close_shop_button_pressed,115
player_shop_manager_window.gd,_on_update_shop_message_button_pressed,116
player_shop_manager_window.gd,open_window,114
research_window_info.gd,request_monster_info,124
quest_helper_container.gd,request_pinned_quest_status,142
mail_item_slot.gd,clicked,102
Minigame.gd,end_minigame,37
Minigame.gd,early_quit,70
channel_info.gd,_on_ui_button_pressed,24
channel_info.gd,_on_ui_button_pressed,129
housing_manager_window.gd,send_edit_permission_update,119
housing_manager_window.gd,send_enter_permission_update,120
housing_manager_window.gd,open_window,118
housing_manager_window.gd,_on_exit_housing_button_pressed,127
world_map_window.gd,do_world_map_search,153
world_map_window.gd,select_map,154
world_map_window.gd,request_world_map_overview,155
world_map_window.gd,_on_warp_button_pressed,161
dungeon_entrance_window.gd,_on_enter_button_pressed,53
auction_house_my_listing_entry.gd,_on_cancel_button_pressed,171
storage_window.gd,request_current_storage_page_items,55
storage_window.gd,deposit_item,57
storage_window.gd,withdraw_item,56
storage_window.gd,window_middle_clicked,123
buff_slot.gd,remove_buff_manually,173
building_tool.gd,handle_left_click,71
building_tool.gd,handle_left_click,71
building_tool.gd,handle_left_click,89
building_tool.gd,handle_left_click,91
building_tool.gd,handle_right_click,69
building_tool.gd,handle_right_click,69
building_tool.gd,handle_right_click,90
ranking_window.gd,request_ranking_info_for_option_menu_index,40
housing_listing.gd,_on_ui_button_pressed,97
skill_window.gd,send_skill_upgrade_action,158
skill_window.gd,send_skill_activate_action,181
skill_window.gd,send_skill_deactivate_action,181
skill_window.gd,request_skill_tree_overview,159
skill_window.gd,_on_reset_skills_button_pressed,182
guild_emblem_edit_window.gd,_on_done_ui_button_pressed,138
mail_window.gd,set_selected_mail_id,100
mail_window.gd,open_window,99
mail_window.gd,_on_delete_mail_button_pressed,101
guild_stat_window.gd,set_guild_stat,111
equip_slot.gd,unequip,39
admin_window.gd,request_player_list,176
admin_window.gd,_on_admin_build_mode_ui_button_pressed,7
admin_window.gd,_on_admin_build_mode_ui_button_pressed,7
admin_window.gd,submit_manager_player_name,178
inventory_window.gd,SC_options,24
inventory_window.gd,window_middle_clicked,122
party_options_window.gd,send_item_sharing_options_update,131
party_options_window.gd,open_window,130
player_shop_item_listing.gd,_on_buy_button_pressed,42
player_shop_item_listing.gd,_on_buy_button_pressed,15
guild_funds_window.gd,_on_purchase_ui_button_pressed,144
guild_funds_window.gd,_on_deactivate_ui_button_pressed,144
guild_funds_window.gd,request_perk_info,145
guild_funds_window.gd,request_perk_list,146
crafting_window.gd,request_crafting_recipes,45
crafting_window.gd,request_crafting_recipe_materials,46
crafting_window.gd,_on_craft_button_pressed,35
player_death_effect.gd,_ready,85
character.gd,grappling_state,68
character.gd,send_get_character_info_packet,28
player.gd,stop_grappling,68
player.gd,check_out_of_bounds,41
player.gd,do_emote,94
player.gd,message_server_control,2
player.gd,_on_send_position_timer_timeout,1
player.gd,_on_hurtbox_hurt,19
player.gd,_on_hurtbox_hurt,54
medishot_player_projectile.gd,_on_contact_made_with_ground,88
player_effect.gd,just_released,3
fishing_trigger.gd,_exit_tree,65
fishing_trigger.gd,do_minigame,65
fishing_bobber.gd,_exit_tree,64
fishing_bobber.gd,set_hit_water,64
bug.gd,_on_hurtbox_hurt,63
client.gd,send_channel_initial_packet,128
client.gd,new_encryption_key,107
client.gd,send_login,23
client.gd,send_ping,14
player_shop.gd,use_object,44
portal.gd,_process,32
map_object.gd,use_object,34
gathering_node.gd,_process,162
steam_manager.gd,send_steam_login_data,1
steam_manager.gd,_on_microtransaction_auth_response,151
steam_manager.gd,initiate_microtransaction,150
item_drop.gd,_on_hurtbox_hurt,25
grapple_projectile.gd,_exit_tree,68
grapple_projectile.gd,_on_body_entered,67
enemy.gd,_on_hurtbox_hurt,30
discord_manager.gd,_on_activity_join,157
Skill.gd,send_skill_packet,31
